"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.038003417E0,1.149609375E-1,2.989283752E-1,9.771230621E0
4.048016417E0,1.131646729E-1,2.796185303E-1,9.767189026E0
4.058030417E0,1.188528442E-1,2.918930054E-1,9.768236847E0
4.068043417E0,1.291813660E-1,3.001258850E-1,9.778715057E0
4.078057417E0,1.095721436E-1,3.106040955E-1,9.766889648E0
4.088070417E0,9.864486694E-2,3.083587646E-1,9.760602722E0
4.098083417E0,9.909393311E-2,3.156935120E-1,9.766739960E0
4.108097417E0,1.023870850E-1,2.993774414E-1,9.776320038E0
4.118110417E0,1.103205872E-1,2.980302429E-1,9.773176575E0
4.128123417E0,1.077758789E-1,2.998265076E-1,9.770931244E0
4.138137417E0,1.184037781E-1,2.809657288E-1,9.783056030E0
4.148150417E0,1.070274353E-1,3.038681030E-1,9.785001984E0
4.158163417E0,1.164578247E-1,3.100053406E-1,9.763446808E0
4.168177417E0,1.187031555E-1,3.050656128E-1,9.749525757E0
4.178190417E0,1.320254517E-1,2.978805542E-1,9.777068481E0
4.188203417E0,1.142124939E-1,3.011737061E-1,9.804162140E0
4.198217417E0,1.059796143E-1,2.871029663E-1,9.779014435E0
4.208230417E0,1.028361511E-1,2.932402039E-1,9.765991516E0
4.218243417E0,9.475296021E-2,2.880010986E-1,9.754315796E0
4.228257417E0,1.052311707E-1,2.899470520E-1,9.755064240E0
4.238270417E0,1.056802368E-1,2.924917603E-1,9.757159882E0
4.248283417E0,1.046324158E-1,2.821632385E-1,9.758806458E0
4.258297417E0,1.184037781E-1,3.092568970E-1,9.775571594E0
4.268310417E0,1.131646729E-1,2.986289978E-1,9.794132996E0
4.278324417E0,1.076261902E-1,3.121009827E-1,9.802365875E0
4.288337417E0,1.026864624E-1,3.011737061E-1,9.787546692E0
4.298350417E0,9.834548950E-2,2.902464294E-1,9.760303345E0
4.308364417E0,1.028361511E-1,2.986289978E-1,9.776320038E0
4.318377417E0,1.044827271E-1,2.950364685E-1,9.775870972E0
4.328390417E0,1.041833496E-1,2.909948730E-1,9.777218170E0
4.338404417E0,1.166075134E-1,2.999761963E-1,9.775721283E0
4.348417417E0,1.133143616E-1,3.089575195E-1,9.784253540E0
4.358430417E0,1.131646729E-1,3.180885315E-1,9.774972839E0
4.368444417E0,1.067280579E-1,3.089575195E-1,9.786798248E0
4.378457417E0,9.325607300E-2,2.923420715E-1,9.780661011E0
4.388470417E0,9.864486694E-2,3.008743286E-1,9.777367859E0
4.398484417E0,1.050814819E-1,2.933898926E-1,9.762398987E0
4.408497417E0,1.043330383E-1,2.914439392E-1,9.761051788E0
4.418510417E0,1.040336609E-1,2.814147949E-1,9.757309570E0
4.428524417E0,1.064286804E-1,2.942880249E-1,9.778565369E0
4.438537417E0,1.294807434E-1,2.981799316E-1,9.789342957E0
4.448551417E0,1.128652954E-1,3.174897766E-1,9.771230621E0
4.458564417E0,1.125659180E-1,3.146456909E-1,9.784702606E0
4.468577417E0,1.246907043E-1,3.077600098E-1,9.777218170E0
4.478591417E0,1.179547119E-1,2.942880249E-1,9.748028870E0
4.488604417E0,1.071771240E-1,2.966830444E-1,9.756561127E0
4.498617417E0,1.128652954E-1,2.899470520E-1,9.758507080E0
4.508631417E0,1.019380188E-1,3.049159241E-1,9.777218170E0
4.518644417E0,1.071771240E-1,3.052153015E-1,9.767338715E0
4.528657417E0,1.016386414E-1,3.037184143E-1,9.772877197E0
4.538671417E0,1.083746338E-1,3.073109436E-1,9.773775330E0
4.548684417E0,1.172062683E-1,3.080593872E-1,9.799671478E0
4.558697417E0,1.204994202E-1,3.056643677E-1,9.802515564E0
4.568711417E0,1.145118713E-1,2.999761963E-1,9.775721283E0
4.578724417E0,1.040336609E-1,3.124003601E-1,9.779014435E0
4.588737417E0,9.520202637E-2,3.112028503E-1,9.784103851E0
4.598751417E0,9.026229858E-2,3.082090759E-1,9.787995758E0
4.608764417E0,9.849517822E-2,2.989283752E-1,9.766889648E0
4.618777417E0,1.065783691E-1,2.875520325E-1,9.759255524E0
4.628791417E0,1.210981750E-1,2.908451843E-1,9.758656769E0
4.638804417E0,1.213975525E-1,2.905458069E-1,9.764794006E0
4.648818417E0,1.309776306E-1,2.977308655E-1,9.757608948E0
4.658831417E0,1.330732727E-1,2.821632385E-1,9.768236847E0
4.668844417E0,1.166075134E-1,2.965333557E-1,9.773625641E0
4.678858417E0,1.013392639E-1,3.131488037E-1,9.786049805E0
4.688871417E0,8.711883545E-2,3.083587646E-1,9.806706848E0
4.698884417E0,9.460327148E-2,3.058140564E-1,9.791588287E0
4.708898417E0,9.056167603E-2,2.924917603E-1,9.770033112E0
4.718911417E0,1.227447510E-1,2.878514099E-1,9.779014435E0
4.728924417E0,1.272354126E-1,2.996768188E-1,9.772428131E0
4.738938417E0,1.369651794E-1,2.978805542E-1,9.759554901E0
4.748951417E0,1.172062683E-1,2.992277527E-1,9.757608948E0
4.758964417E0,1.092727661E-1,3.077600098E-1,9.780511322E0
4.768978417E0,1.161584473E-1,3.095562744E-1,9.779313812E0
4.778991417E0,9.280700684E-2,3.107537842E-1,9.779014435E0
4.789004417E0,9.804611206E-2,3.017724609E-1,9.768236847E0
4.799018417E0,1.101708984E-1,2.915936279E-1,9.770931244E0
4.809031417E0,1.240919495E-1,2.877017212E-1,9.778265991E0
4.819044417E0,1.034349060E-1,2.959346008E-1,9.782906342E0
4.829058417E0,1.252894592E-1,2.969824219E-1,9.775272217E0
4.839071417E0,1.193019104E-1,3.044668579E-1,9.773775330E0
4.849085417E0,1.202000427E-1,3.162922668E-1,9.775571594E0
4.859098417E0,9.400451660E-2,3.055146790E-1,9.778265991E0
4.869111417E0,9.969268799E-2,2.971321106E-1,9.766141205E0
4.879124917E0,1.065783691E-1,2.802172852E-1,9.767039337E0
4.889137917E0,1.050814819E-1,2.872526550E-1,9.774374084E0
4.899150917E0,1.068777466E-1,2.893482971E-1,9.767039337E0
4.909164917E0,9.984237671E-2,2.950364685E-1,9.774972839E0
4.919177917E0,1.083746338E-1,3.055146790E-1,9.770781555E0
4.929190917E0,1.119671631E-1,3.032693481E-1,9.778565369E0
4.939204917E0,1.158590698E-1,3.044668579E-1,9.785750427E0
4.949217917E0,1.212478638E-1,3.040177917E-1,9.778715057E0
4.959230917E0,1.113684082E-1,3.116519165E-1,9.783056030E0
4.969244917E0,1.188528442E-1,2.945874023E-1,9.794282684E0
4.979257917E0,1.098715210E-1,2.954855347E-1,9.770033112E0
4.989270917E0,1.020877075E-1,2.908451843E-1,9.765093384E0
4.999284917E0,1.047821045E-1,2.948867798E-1,9.780960388E0
5.009297917E0,1.106199646E-1,2.992277527E-1,9.777966614E0
5.019310917E0,1.122665405E-1,2.959346008E-1,9.768386536E0
5.029324917E0,1.182540894E-1,2.972817993E-1,9.794132996E0
5.039337917E0,1.272354126E-1,3.004252625E-1,9.769284668E0
5.049351917E0,1.146615601E-1,3.020718384E-1,9.790390778E0
5.059364917E0,1.187031555E-1,3.049159241E-1,9.764794006E0
5.069377917E0,1.070274353E-1,2.945874023E-1,9.769284668E0
5.079391917E0,9.849517822E-2,2.868035889E-1,9.778715057E0
5.089404917E0,9.834548950E-2,3.082090759E-1,9.776170349E0
5.099417917E0,1.119671631E-1,3.023712158E-1,9.781110077E0
5.109431917E0,1.025367737E-1,2.990780640E-1,9.764344940E0
5.119444917E0,1.103205872E-1,3.086581421E-1,9.782457275E0
5.129457917E0,1.200503540E-1,2.872526550E-1,9.783056030E0
5.139471917E0,1.203497314E-1,2.966830444E-1,9.774224396E0
5.149484917E0,1.136137390E-1,2.969824219E-1,9.763895874E0
5.159497917E0,1.170565796E-1,2.929408264E-1,9.781708832E0
5.169511917E0,1.071771240E-1,2.956352234E-1,9.777667236E0
5.179524917E0,1.049317932E-1,2.905458069E-1,9.761949921E0
5.189537917E0,1.005908203E-1,2.959346008E-1,9.778116302E0
5.199551917E0,1.140628052E-1,3.017724609E-1,9.775272217E0
5.209564917E0,1.098715210E-1,2.963836670E-1,9.774823151E0
5.219577917E0,1.203497314E-1,3.007246399E-1,9.782457275E0
5.229591917E0,1.136137390E-1,3.052153015E-1,9.773475952E0
5.239604917E0,1.149609375E-1,3.004252625E-1,9.773026886E0
5.249618917E0,1.216969299E-1,3.044668579E-1,9.793384552E0
5.259631917E0,1.088237000E-1,2.975811768E-1,9.763746185E0
5.269644917E0,1.052311707E-1,2.986289978E-1,9.759405212E0
5.279658917E0,1.050814819E-1,3.106040955E-1,9.782457275E0
5.289671917E0,9.490264893E-2,3.094065857E-1,9.770482178E0
5.299684917E0,9.400451660E-2,3.046165466E-1,9.768536224E0
5.309698917E0,1.016386414E-1,2.945874023E-1,9.768087158E0
5.319711917E0,1.110690308E-1,2.945874023E-1,9.775122528E0
5.329724917E0,1.107696533E-1,3.082090759E-1,9.778265991E0
5.339738917E0,1.155596924E-1,2.929408264E-1,9.757758636E0
5.349751917E0,1.043330383E-1,2.954855347E-1,9.784103851E0
5.359764917E0,1.143621826E-1,3.065625000E-1,9.773475952E0
5.369778917E0,1.029858398E-1,2.971321106E-1,9.774972839E0
5.379791917E0,1.046324158E-1,2.996768188E-1,9.777218170E0
5.389804917E0,1.025367737E-1,3.107537842E-1,9.770931244E0
5.399818917E0,1.128652954E-1,3.071612549E-1,9.776170349E0
5.409831917E0,1.112187195E-1,3.007246399E-1,9.771380310E0
5.419845917E0,1.127156067E-1,2.945874023E-1,9.769284668E0
5.429858917E0,1.074765015E-1,2.827619934E-1,9.785301361E0
5.439871917E0,1.079255676E-1,3.126997375E-1,9.782906342E0
5.449885917E0,1.101708984E-1,2.921923828E-1,9.771829376E0
5.459898917E0,1.065783691E-1,3.014730835E-1,9.762249298E0
5.469911917E0,9.804611206E-2,3.073109436E-1,9.771829376E0
5.479925917E0,1.119671631E-1,3.010240173E-1,9.791438599E0
5.489938917E0,1.109193420E-1,2.998265076E-1,9.782756653E0
5.499951917E0,1.119671631E-1,2.957849121E-1,9.762548676E0
5.509965917E0,1.228944397E-1,2.893482971E-1,9.770631866E0
5.519978917E0,1.213975525E-1,3.052153015E-1,9.782157898E0
5.529991917E0,1.104702759E-1,2.923420715E-1,9.787097626E0
5.540005917E0,1.011895752E-1,2.921923828E-1,9.762099609E0
5.550018917E0,9.415420532E-2,2.920426941E-1,9.771380310E0
5.560031917E0,1.207987976E-1,3.016227722E-1,9.782157898E0
5.570045917E0,1.079255676E-1,3.016227722E-1,9.768386536E0
5.580058917E0,1.158590698E-1,2.960842896E-1,9.770033112E0
5.590071917E0,1.175056458E-1,2.868035889E-1,9.772128754E0
5.600085917E0,1.266366577E-1,2.920426941E-1,9.770631866E0
5.610098917E0,1.143621826E-1,3.008743286E-1,9.774523773E0
5.620112917E0,1.122665405E-1,2.942880249E-1,9.770332489E0
5.630125917E0,1.083746338E-1,3.055146790E-1,9.767488403E0
5.640138917E0,9.999206543E-2,2.939886475E-1,9.772877197E0
5.650152917E0,9.505233765E-2,3.035687256E-1,9.777367859E0
5.660165917E0,1.056802368E-1,3.135978699E-1,9.772428131E0
5.670178917E0,1.052311707E-1,3.046165466E-1,9.787247314E0
5.680192917E0,1.199006653E-1,2.890489197E-1,9.766440582E0
5.690205917E0,1.239422607E-1,2.972817993E-1,9.778864746E0
5.700218917E0,1.204994202E-1,3.062631226E-1,9.770033112E0
5.710232917E0,1.170565796E-1,3.058140564E-1,9.778565369E0
5.720245917E0,1.065783691E-1,3.050656128E-1,9.775571594E0
5.730258917E0,1.155596924E-1,2.996768188E-1,9.779164124E0
5.740272917E0,1.070274353E-1,2.989283752E-1,9.770182800E0
5.750285917E0,9.580078125E-2,2.911445618E-1,9.777966614E0
5.760298917E0,1.139131165E-1,2.911445618E-1,9.763746185E0
5.770312917E0,1.122665405E-1,2.980302429E-1,9.776619415E0
5.780325917E0,1.119671631E-1,2.938389587E-1,9.787696381E0
5.790338917E0,1.255888367E-1,2.966830444E-1,9.773775330E0
5.800352917E0,1.127156067E-1,3.076103210E-1,9.773775330E0
5.810365917E0,1.136137390E-1,2.924917603E-1,9.782606964E0
5.820379917E0,9.879455566E-2,2.990780640E-1,9.780960388E0
5.830392917E0,1.017883301E-1,2.929408264E-1,9.781858521E0
5.840405917E0,1.107696533E-1,2.890489197E-1,9.762099609E0
5.850419917E0,1.067280579E-1,2.906954956E-1,9.777517548E0
5.860432917E0,1.044827271E-1,2.914439392E-1,9.774972839E0
5.870445917E0,1.046324158E-1,2.968327332E-1,9.767638092E0
5.880460542E0,1.085243225E-1,2.956352234E-1,9.774673462E0
5.890473542E0,1.145118713E-1,2.887495422E-1,9.788444824E0
5.900486542E0,1.197509766E-1,3.095562744E-1,9.780211945E0
5.910500542E0,1.049317932E-1,2.905458069E-1,9.768985291E0
5.920513542E0,1.157093811E-1,2.965333557E-1,9.771529999E0
5.930526542E0,1.097218323E-1,2.993774414E-1,9.783804474E0
5.940540542E0,9.789642334E-2,2.880010986E-1,9.779463501E0
5.950553542E0,1.053808594E-1,2.880010986E-1,9.776769104E0
5.960566542E0,1.065783691E-1,2.950364685E-1,9.780211945E0
5.970580542E0,1.145118713E-1,3.031196594E-1,9.776469727E0
5.980593542E0,1.100212097E-1,3.053649902E-1,9.782906342E0
5.990606542E0,1.103205872E-1,3.002755737E-1,9.781858521E0
6.000620542E0,1.237925720E-1,3.008743286E-1,9.780511322E0
6.010633542E0,1.136137390E-1,2.945874023E-1,9.772577820E0
6.020647542E0,1.175056458E-1,3.004252625E-1,9.769134979E0
6.030660542E0,1.079255676E-1,2.993774414E-1,9.771979065E0
6.040673542E0,1.010398865E-1,3.026705933E-1,9.776020660E0
6.050687542E0,8.846603394E-2,3.014730835E-1,9.772877197E0
6.060700542E0,1.088237000E-1,2.953358459E-1,9.770631866E0
6.070713542E0,1.112187195E-1,3.106040955E-1,9.762548676E0
6.080727542E0,1.155596924E-1,2.969824219E-1,9.785151672E0
6.090740542E0,1.185534668E-1,2.993774414E-1,9.776020660E0
6.100753542E0,1.031355286E-1,3.008743286E-1,9.773775330E0
6.110767542E0,1.076261902E-1,2.890489197E-1,9.763895874E0
6.120780542E0,1.197509766E-1,2.993774414E-1,9.773176575E0
6.130793542E0,1.124162292E-1,2.883004761E-1,9.777966614E0
6.140807542E0,1.035845947E-1,3.031196594E-1,9.785301361E0
6.150820542E0,9.969268799E-2,3.088078308E-1,9.770931244E0
6.160833542E0,1.092727661E-1,3.074606323E-1,9.772428131E0
6.170847542E0,1.125659180E-1,2.942880249E-1,9.762848053E0
6.180860542E0,1.100212097E-1,2.959346008E-1,9.763746185E0
6.190873542E0,1.166075134E-1,3.008743286E-1,9.780211945E0
6.200887542E0,1.100212097E-1,3.091072083E-1,9.760453033E0
6.210900542E0,1.191522217E-1,2.927911377E-1,9.779613190E0
6.220914542E0,1.082249451E-1,2.866539001E-1,9.768386536E0
6.230927542E0,1.013392639E-1,3.026705933E-1,9.775571594E0
6.240940542E0,1.113684082E-1,2.978805542E-1,9.775870972E0
6.250954542E0,1.181044006E-1,2.975811768E-1,9.772877197E0
6.260967542E0,1.148112488E-1,2.981799316E-1,9.775721283E0
6.270980542E0,1.121168518E-1,2.980302429E-1,9.772577820E0
6.280994542E0,1.166075134E-1,3.055146790E-1,9.766889648E0
6.291007542E0,1.182540894E-1,2.950364685E-1,9.777667236E0
6.301020542E0,1.101708984E-1,3.070115662E-1,9.767638092E0
6.311034542E0,1.098715210E-1,2.975811768E-1,9.775421906E0
6.321047542E0,9.789642334E-2,3.104544067E-1,9.762848053E0
6.331060542E0,9.894424438E-2,3.007246399E-1,9.771230621E0
6.341074542E0,9.774673462E-2,3.053649902E-1,9.764644318E0
6.351087542E0,1.047821045E-1,3.002755737E-1,9.764494629E0
6.361100542E0,1.082249451E-1,2.942880249E-1,9.767638092E0
6.371114542E0,1.128652954E-1,3.061134338E-1,9.776769104E0
6.381127542E0,1.032852173E-1,3.174897766E-1,9.782157898E0
6.391140542E0,1.058299255E-1,3.116519165E-1,9.769733734E0
6.401154542E0,1.146615601E-1,3.022215271E-1,9.791438599E0
6.411167542E0,1.204994202E-1,2.969824219E-1,9.784253540E0
6.421181542E0,1.152603149E-1,3.046165466E-1,9.769134979E0
6.431194542E0,1.264869690E-1,3.004252625E-1,9.777816925E0
6.441207542E0,1.115180969E-1,2.966830444E-1,9.775571594E0
6.451221542E0,1.016386414E-1,2.914439392E-1,9.778116302E0
6.461234542E0,1.092727661E-1,3.052153015E-1,9.757758636E0
6.471247542E0,1.106199646E-1,2.954855347E-1,9.772577820E0
6.481261542E0,1.131646729E-1,2.945874023E-1,9.772727509E0
6.491274542E0,1.191522217E-1,2.963836670E-1,9.770781555E0
6.501287542E0,1.032852173E-1,3.070115662E-1,9.776020660E0
6.511301542E0,1.118174744E-1,2.983296204E-1,9.769134979E0
6.521314542E0,1.160087585E-1,2.926414490E-1,9.770033112E0
6.531327542E0,1.085243225E-1,2.927911377E-1,9.789642334E0
6.541341542E0,1.089733887E-1,2.996768188E-1,9.768985291E0
6.551354542E0,1.044827271E-1,3.044668579E-1,9.762398987E0
6.561367542E0,1.086740112E-1,2.832110596E-1,9.776469727E0
6.571381542E0,1.187031555E-1,3.002755737E-1,9.777068481E0
6.581394542E0,1.158590698E-1,3.008743286E-1,9.768685913E0
6.591408542E0,1.163081360E-1,3.067121887E-1,9.765692139E0
6.601421542E0,1.100212097E-1,3.044668579E-1,9.781409454E0
6.611434542E0,1.112187195E-1,3.041674805E-1,9.761800232E0
6.621448542E0,1.240919495E-1,2.890489197E-1,9.773026886E0
6.631461542E0,1.106199646E-1,2.981799316E-1,9.778265991E0
6.641474542E0,9.789642334E-2,2.992277527E-1,9.767937469E0
6.651488542E0,1.080752563E-1,3.083587646E-1,9.773775330E0
6.661501542E0,1.158590698E-1,2.935395813E-1,9.768835602E0
6.671514542E0,1.164578247E-1,2.887495422E-1,9.769584045E0
6.681528542E0,1.089733887E-1,3.200344849E-1,9.771080933E0
6.691541542E0,1.154100037E-1,2.903961182E-1,9.779164124E0
6.701554542E0,1.116677856E-1,2.977308655E-1,9.776170349E0
6.711568542E0,1.113684082E-1,2.996768188E-1,9.766739960E0
6.721581542E0,1.068777466E-1,3.064128113E-1,9.777966614E0
6.731594542E0,1.025367737E-1,2.966830444E-1,9.783355408E0
6.741608542E0,9.774673462E-2,2.915936279E-1,9.785001984E0
6.751621542E0,1.095721436E-1,3.074606323E-1,9.768386536E0
6.761634542E0,1.139131165E-1,3.001258850E-1,9.775421906E0
6.771648542E0,1.104702759E-1,2.917433167E-1,9.769134979E0
6.781661542E0,1.152603149E-1,3.008743286E-1,9.758357391E0
6.791674542E0,1.242416382E-1,2.939886475E-1,9.773326263E0
6.801688542E0,1.113684082E-1,2.887495422E-1,9.780810699E0
6.811701542E0,1.245410156E-1,2.993774414E-1,9.780511322E0
6.821715542E0,1.088237000E-1,2.902464294E-1,9.775721283E0
6.831728542E0,1.106199646E-1,3.007246399E-1,9.772877197E0
6.841741542E0,1.166075134E-1,2.995271301E-1,9.767338715E0
6.851755542E0,1.031355286E-1,3.062631226E-1,9.778864746E0
6.861768542E0,1.109193420E-1,3.083587646E-1,9.780211945E0
6.871781542E0,1.200503540E-1,2.981799316E-1,9.769733734E0
6.881795167E0,1.124162292E-1,3.029699707E-1,9.780361633E0
6.891808167E0,1.113684082E-1,3.095562744E-1,9.769284668E0
6.901821167E0,1.100212097E-1,3.095562744E-1,9.782756653E0
6.911835167E0,1.088237000E-1,3.129991150E-1,9.777517548E0
6.921848167E0,1.080752563E-1,2.930905151E-1,9.775721283E0
6.931861167E0,1.113684082E-1,3.004252625E-1,9.767488403E0
6.941875167E0,9.879455566E-2,3.013233948E-1,9.785750427E0
6.951888167E0,1.179547119E-1,3.071612549E-1,9.761650543E0
6.961901167E0,1.151106262E-1,3.005749512E-1,9.774972839E0
6.971915167E0,1.095721436E-1,3.019221497E-1,9.773326263E0
6.981928167E0,1.213975525E-1,2.969824219E-1,9.766440582E0
6.991941167E0,1.094224548E-1,3.128494263E-1,9.779613190E0
7.001955167E0,1.082249451E-1,3.085084534E-1,9.772877197E0
7.011968167E0,1.080752563E-1,2.989283752E-1,9.778265991E0
7.021982167E0,1.179547119E-1,2.893482971E-1,9.773475952E0
7.031995167E0,1.115180969E-1,2.821632385E-1,9.778116302E0
7.042008167E0,1.181044006E-1,2.953358459E-1,9.776170349E0
7.052022167E0,1.210981750E-1,2.944377136E-1,9.776170349E0
7.062035167E0,1.023870850E-1,2.938389587E-1,9.788444824E0
7.072048167E0,1.053808594E-1,3.092568970E-1,9.765093384E0
7.082062167E0,1.053808594E-1,3.014730835E-1,9.784702606E0
7.092075167E0,1.049317932E-1,2.989283752E-1,9.781259766E0
7.102088167E0,1.263372803E-1,2.999761963E-1,9.785900116E0
7.112102167E0,1.225950623E-1,2.869532776E-1,9.766141205E0
7.122115167E0,1.124162292E-1,2.877017212E-1,9.788145447E0
7.132128167E0,1.133143616E-1,2.960842896E-1,9.774823151E0
7.142142167E0,1.200503540E-1,2.995271301E-1,9.767488403E0
7.152155167E0,1.160087585E-1,2.972817993E-1,9.777367859E0
7.162168167E0,1.185534668E-1,2.917433167E-1,9.772877197E0
7.172182167E0,1.119671631E-1,2.960842896E-1,9.776320038E0
7.182195167E0,1.127156067E-1,3.017724609E-1,9.784403229E0
7.192208167E0,1.107696533E-1,2.969824219E-1,9.784403229E0
7.202222167E0,1.107696533E-1,2.990780640E-1,9.770931244E0
7.212235167E0,1.178050232E-1,2.912942505E-1,9.783355408E0
7.222249167E0,1.131646729E-1,3.118016052E-1,9.776320038E0
7.232262167E0,1.095721436E-1,3.152444458E-1,9.768985291E0
7.242275167E0,1.122665405E-1,3.082090759E-1,9.787546692E0
7.252289167E0,1.187031555E-1,3.020718384E-1,9.770482178E0
7.262302167E0,1.047821045E-1,3.073109436E-1,9.774972839E0
7.272315167E0,1.224453735E-1,3.065625000E-1,9.776320038E0
7.282329167E0,1.139131165E-1,3.005749512E-1,9.775870972E0
7.292342167E0,1.182540894E-1,3.028202820E-1,9.780062256E0
7.302355167E0,1.100212097E-1,2.962339783E-1,9.772278442E0
7.312369167E0,1.055305481E-1,3.086581421E-1,9.775721283E0
7.322382167E0,1.113684082E-1,3.129991150E-1,9.792187042E0
7.332395167E0,1.145118713E-1,2.942880249E-1,9.767488403E0
7.342409167E0,1.133143616E-1,3.101550293E-1,9.776320038E0
7.352422167E0,1.083746338E-1,2.972817993E-1,9.783654785E0
7.362435167E0,1.046324158E-1,3.026705933E-1,9.762398987E0
7.372449167E0,1.052311707E-1,2.951861572E-1,9.777966614E0
7.382462167E0,1.149609375E-1,3.007246399E-1,9.781110077E0
7.392475167E0,1.173559570E-1,2.987786865E-1,9.772727509E0
7.402489167E0,1.022373962E-1,3.061134338E-1,9.773625641E0
7.412502167E0,1.061293030E-1,3.115022278E-1,9.774673462E0
7.422516167E0,1.044827271E-1,3.008743286E-1,9.785900116E0
7.432529167E0,1.079255676E-1,3.106040955E-1,9.779762878E0
7.442542167E0,1.049317932E-1,2.983296204E-1,9.771380310E0
7.452556167E0,1.101708984E-1,2.909948730E-1,9.778565369E0
7.462569167E0,1.122665405E-1,2.992277527E-1,9.767338715E0
7.472582167E0,1.053808594E-1,2.981799316E-1,9.769434357E0
7.482596167E0,1.139131165E-1,3.001258850E-1,9.784103851E0
7.492609167E0,1.118174744E-1,3.224295044E-1,9.782307587E0
7.502622167E0,1.175056458E-1,3.147953796E-1,9.770781555E0
7.512636167E0,1.178050232E-1,2.923420715E-1,9.779313812E0
7.522649167E0,1.127156067E-1,3.070115662E-1,9.767937469E0
7.532662167E0,1.050814819E-1,3.010240173E-1,9.765093384E0
7.542676167E0,1.073268127E-1,2.974314880E-1,9.760303345E0
7.552689167E0,1.005908203E-1,3.141966248E-1,9.774523773E0
7.562702167E0,1.216969299E-1,2.884501648E-1,9.759255524E0
7.572716167E0,1.118174744E-1,2.993774414E-1,9.782756653E0
7.582729167E0,1.145118713E-1,3.055146790E-1,9.778715057E0
7.592742167E0,1.046324158E-1,3.046165466E-1,9.771829376E0
7.602756167E0,1.122665405E-1,2.989283752E-1,9.763297119E0
7.612769167E0,1.124162292E-1,2.987786865E-1,9.771529999E0
7.622782167E0,1.040336609E-1,2.900967407E-1,9.780960388E0
7.632796167E0,1.068777466E-1,2.915936279E-1,9.766889648E0
7.642809167E0,1.163081360E-1,3.014730835E-1,9.779164124E0
7.652823167E0,1.187031555E-1,2.887495422E-1,9.784103851E0
7.662836167E0,1.062789917E-1,2.927911377E-1,9.767338715E0
7.672849167E0,1.064286804E-1,2.966830444E-1,9.770182800E0
7.682863167E0,1.056802368E-1,2.944377136E-1,9.775721283E0
7.692876167E0,1.122665405E-1,2.981799316E-1,9.766889648E0
7.702889167E0,1.022373962E-1,2.872526550E-1,9.766141205E0
7.712903167E0,1.049317932E-1,2.924917603E-1,9.769434357E0
7.722916167E0,1.109193420E-1,3.013233948E-1,9.776170349E0
7.732929167E0,1.077758789E-1,3.097059631E-1,9.765841827E0
7.742943167E0,1.086740112E-1,2.959346008E-1,9.774374084E0
